"","ENSEMBL","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std","Category"
"ENSG00000228802.1","ENSG00000228802.1","AC073641.2",0.891128232476816,-0.50144744539181,3.56626208993354,0.000922392820258747,0.0325191784955603,-0.709932292831684,3.31318701053333,"UP"
"ENSG00000214654.7","ENSG00000214654.7","RP11-27I1.4",0.518119637971129,0.387063012261865,3.56325011630738,0.000946770254732476,0.0329394185053448,-0.737415217755112,3.30588473732312,"UP"
"ENSG00000109534.16","ENSG00000109534.16","GAR1",0.560056788205282,0.636754846287955,3.56247232354452,0.000950125819244718,0.0329832880279883,-0.734824239264831,3.30489324703067,"UP"
"ENSG00000052802.12","ENSG00000052802.12","MSMO1",0.81925725887304,1.07028543417638,3.56070377757856,0.000955626493212382,0.0329832880279883,-0.709158592895069,3.30327492240047,"UP"
"ENSG00000235560.3","ENSG00000235560.3","AC002310.12",1.42044045090623,-0.99650105089265,3.53026355978012,0.00102554957533337,0.0339568820927465,-0.75539120337575,3.28342217260906,"UP"
"ENSG00000242811.3","ENSG00000242811.3","RN7SL229P",0.77144059505742,-0.948315560760084,3.52553060166754,0.0010493045762689,0.0342234387405457,-0.819449940553127,3.27696208820555,"UP"
"ENSG00000113790.10","ENSG00000113790.10","EHHADH",0.760678202427504,0.459761832680631,3.50484978572658,0.00111092676369923,0.0350889820295375,-0.862871555109703,3.26081453965846,"UP"
"ENSG00000226438.1","ENSG00000226438.1","RP11-420K8.1",0.530167740555581,-0.328835796261713,3.49682095632529,0.00113620290316836,0.0355837217169934,-0.90352757437536,3.25442966743018,"UP"
"ENSG00000240859.1","ENSG00000240859.1","AC093627.10",0.978178852611704,0.110490818971042,3.49510996090173,0.00120458096839094,0.0364487462920367,-0.884287373189401,3.23779318731885,"UP"
"ENSG00000241472.6","ENSG00000241472.6","PTPRG-AS1",0.652104204013725,1.38939135489535,3.46728747365242,0.00122425894626787,0.0367228926860506,-0.926552404788176,3.23316718169517,"UP"
"ENSG00000198734.10","ENSG00000198734.10","F5",0.533322860698225,0.909563677350392,3.48411423509857,0.00123998339326895,0.0368392498009871,-0.937692100600725,3.22951969743144,"UP"
"ENSG00000162642.13","ENSG00000162642.13","C1orf52",0.730425185234708,2.09780449823117,3.61662836482714,0.00125534031492021,0.0370725112091283,-0.511592770815523,3.22599846221845,"UP"
