"","ENSEMBL","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std","Category"
"ENSG00000164236.11","ENSG00000164236.11","ANKRD33B",-0.470838560816141,3.24846326752193,-4.19332905849769,0.000144355616636496,0.016511814755515,0.960844777443498,-3.80058375164935,"p-value"
"ENSG00000134262.12","ENSG00000134262.12","AP4B1",0.305647403125458,2.64132505147871,4.17869677689136,0.000147470273274271,0.0166872448423076,0.934764306774153,3.7952911823132,"p-value"
"ENSG00000065457.10","ENSG00000065457.10","ADAT1",0.323285109115219,1.97233008572593,4.17372035397149,0.00015207268514432,0.016931187043403,0.907759999082264,3.78766011361632,"p-value"
"ENSG00000204954.9","ENSG00000204954.9","C12orf73",0.296080067378678,2.09963962619273,4.16723445778594,0.000152954065739184,0.016931187043403,0.892157756259492,3.78622357934341,"p-value"
"ENSG00000172954.13","ENSG00000172954.13","LCLAT1",0.317229003839002,3.15306383996718,4.16515863100737,0.000153678719719687,0.016931187043403,0.897672462014444,3.78504831386609,"p-value"
"ENSG00000214544.7","ENSG00000214544.7","GTF2IRD2P1",0.290972661299709,3.03329436084903,4.16122997375604,0.000157787659386447,0.0172130358465049,0.882982865660332,3.77848136170078,"p-value"
"ENSG00000134533.6","ENSG00000134533.6","RERG",0.469213629811717,1.56460869510132,4.15838999136734,0.000159951103941228,0.0173130700751357,0.865118874839143,3.77508812966318,"p-value"
"ENSG00000231389.7","ENSG00000231389.7","HLA-DPA1",-0.353196444254252,3.57288764856077,-4.14656151160262,0.000164101469512818,0.0173998486391391,0.829829466030989,-3.76869772171263,"p-value"
"ENSG00000143870.12","ENSG00000143870.12","PDIA6",0.266969547475786,4.36404718190546,4.14268480369395,0.000165131059025592,0.0173998486391391,0.843601786188562,3.76713599254975,"p-value"
"ENSG00000114573.9","ENSG00000114573.9","ATP6V1A",0.255819236789701,3.60654495730788,4.12259390096887,0.000171340805014896,0.017690571912701,0.823456285961721,3.75790660554372,"p-value"
"ENSG00000273433.1","ENSG00000273433.1","RP1-170O19.22",0.324356064754889,1.24653292778422,4.13115205631029,0.00017163674706215,0.017690571912701,0.790568473236976,3.75747465156559,"p-value"
"ENSG00000095002.13","ENSG00000095002.13","MSH2",0.37659022970628,2.80313063057639,4.12737138071645,0.000173912070107813,0.017690571912701,0.79196191130371,3.75417681835278,"p-value"
"ENSG00000269984.1","ENSG00000269984.1","RP11-362K14.5",0.341845404125964,2.11434955133686,4.11783756241917,0.000173952352267091,0.017690571912701,0.785689526128706,3.75411880010188,"p-value"
"ENSG00000126870.15","ENSG00000126870.15","WDR60",0.256615997437314,3.81682458448408,4.11533054445225,0.000177260830666699,0.0178310908413583,0.765268891349243,3.74939622358793,"p-value"
"ENSG00000276517.1","ENSG00000276517.1","AL133243.2",0.46248589072667,1.79331165472517,4.11712516403175,0.000179344569779053,0.0178964006068794,0.781694791118328,3.74646422059383,"p-value"
"ENSG00000156642.16","ENSG00000156642.16","NPTN",0.277645392676333,4.09191884628074,4.1018525241476,0.00018831374838676,0.0184417945443944,0.713678071681473,3.73419874384407,"p-value"
"ENSG00000166848.5","ENSG00000166848.5","TERF2IP",-0.192945344875031,4.08444594404549,-4.08510586581455,0.000196389805360279,0.0188340876031783,0.661825798104817,-3.72361568900963,"p-value"
"ENSG00000263465.4","ENSG00000263465.4","SRSF8",0.271296808339345,3.60695053307453,4.07065144173769,0.000204997553732345,0.0190493146597271,0.631743973691948,3.71277693574285,"p-value"
"ENSG00000135945.9","ENSG00000135945.9","REV1",0.271477080566865,4.91630116920312,4.06172994478555,0.000205697859833006,0.0190493146597271,0.643342075462231,3.71191402807832,"p-value"
"ENSG00000104290.10","ENSG00000104290.10","FZD3",0.438684601084287,2.57257029417518,4.06107739986232,0.000206902364599241,0.0190493146597271,0.607903689172644,3.71043628801217,"p-value"
"ENSG00000255690.2","ENSG00000255690.2","TRIL",-0.48262175460027,1.81234891632409,-4.06659655996385,0.000207896783254896,0.0190493146597271,0.615573455320798,-3.70922236759956,"p-value"
"ENSG00000119139.17","ENSG00000119139.17","TJP2",-0.276131680250092,3.96298097305569,-4.06661158010049,0.000209693033954692,0.019119253031859,0.612141919325394,-3.70704338121736,"p-value"
"ENSG00000079335.18","ENSG00000079335.18","CDC14A",0.438480055140604,1.58604826639321,4.06830115504112,0.000211920996167078,0.0191421822218849,0.617349129504408,3.70436492320299,"p-value"
"ENSG00000084092.6","ENSG00000084092.6","NOA1",0.214743733833808,3.17630803123868,4.05887017649566,0.000212012931843233,0.0191421822218849,0.594840116986176,3.70425496709011,"p-value"
"ENSG00000100911.15","ENSG00000100911.15","PSME2",-0.418059598509943,2.42013131167267,-4.0572671163429,0.000213445497088437,0.0191779742990771,0.593018591296134,-3.7025473628855,"p-value"
"ENSG00000139239.7","ENSG00000139239.7","RPL14P1",0.221889952257493,5.76641226201189,4.05234607119833,0.000217022700577362,0.0192555000611474,0.577527666889475,3.6983299112549,"p-value"
"ENSG00000114902.13","ENSG00000114902.13","SPCS1",0.271138677988538,3.6962167275197,3.98144409757438,0.000217702923448836,0.0192555000611474,0.547576040011421,3.69753533490509,"p-value"
"ENSG00000283633.1","ENSG00000283633.1","AC005301.9",-0.402238266136255,1.91001560167129,-4.05463076364258,0.000218245419004895,0.0192555000611474,0.577651053871091,-3.69690330853821,"p-value"
"ENSG00000103160.11","ENSG00000103160.11","HSDL1",0.322100306426525,3.47086153000952,4.04470636534956,0.000218469664100759,0.0192555000611474,0.568314518803326,3.69664248590861,"p-value"
"ENSG00000163636.10","ENSG00000163636.10","PSMD6",0.228864018081569,5.0677169339053,3.97493761906982,0.00022228859544299,0.0194992398722952,0.528962881990114,3.69223879817109,"p-value"
"ENSG00000138079.13","ENSG00000138079.13","SLC3A1",0.351955259549195,3.71714701878058,4.03231723556035,0.000229448609906531,0.0198503786309093,0.531977782120178,3.68417051525307,"p-value"
"ENSG00000132122.11","ENSG00000132122.11","SPATA6",0.467612968464711,1.87482218951992,4.02711345794379,0.000233402752945211,0.0200002386771431,0.516000649034172,3.67981550781304,"p-value"
"ENSG00000164692.17","ENSG00000164692.17","COL1A2",-0.461963806990348,6.14596274508811,-4.02546705112963,0.000235343291309359,0.0200106231753908,0.500349370530479,-3.67770350869986,"p-value"
"ENSG00000126368.5","ENSG00000126368.5","NR1D1",-0.460049536571472,4.61345735830979,-4.01914500166876,0.000240571732440855,0.0201481547318904,0.483021744403131,-3.67209338847659,"p-value"
"ENSG00000279133.1","ENSG00000279133.1","RP11-342K2.1",0.25405313283805,3.79014838763814,4.01300315883656,0.000245133067410354,0.0204376934445867,0.489805029046182,3.66729173095155,"p-value"
"ENSG00000253710.2","ENSG00000253710.2","ALG11",0.296807143025223,3.7101132381464,4.00705452115295,0.000251947142295286,0.02073334245737,0.452583298151911,3.66027252139237,"p-value"
"ENSG00000142396.10","ENSG00000142396.10","ERVK3-1",0.22937457085586,2.98489196192708,3.99891068643542,0.000255377541528447,0.0209149686555311,0.431557741345935,3.65680596668349,"p-value"
"ENSG00000163378.13","ENSG00000163378.13","EOGT",0.300511284305995,3.81321200649777,3.99366912933171,0.000262142887285979,0.0211877847195467,0.414346782640687,3.65009544095078,"p-value"
"ENSG00000149256.15","ENSG00000149256.15","TENM4",-0.481858812170609,1.43332952197146,-3.99133614716009,0.00026485604537474,0.0212914550492641,0.424323396453554,-3.64744979146434,"p-value"
"ENSG00000077157.21","ENSG00000077157.21","PPP1R12B",-0.128331259353048,8.58041905725477,-3.98180248052712,0.000266344394059033,0.0212914550492641,0.38269613652371,-3.6460092481481,"p-value"
"ENSG00000168288.12","ENSG00000168288.12","MMADHC",0.295139338809827,4.87606015287547,3.97656052377403,0.00026938393456575,0.0213078087387926,0.409356393462664,3.64309063020055,"p-value"
"ENSG00000249773.3","ENSG00000249773.3","RP11-15K19.2",0.245548261296627,2.12504415370709,3.97027040772426,0.000274307786384233,0.0215272393546738,0.375599144209763,3.63842753500252,"p-value"
"ENSG00000173692.12","ENSG00000173692.12","PSMD1",0.174178311940552,5.89957451474266,3.96304321746592,0.000274484223226702,0.0215272393546738,0.39638860639394,3.63826190188879,"p-value"
"ENSG00000003056.7","ENSG00000003056.7","M6PR",0.344821639107244,3.64951818468414,3.96835371431095,0.000276764180648289,0.0215891441339979,0.367566292828363,3.63613048152417,"p-value"
"ENSG00000254673.1","ENSG00000254673.1","RP11-598P20.5",0.3013052684653,2.81867653028531,3.94914641612536,0.000278772783404047,0.0215891441339979,0.386198147951384,3.63426632747168,"p-value"
